epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,4575.57,0.46597,0.32857,0.82714,0.85404,0.59542,0.70194,0.44491,1.14276,0.60167,1.01353,0.000709625,0.000709625,0.000709625
133,4609.31,0.47845,0.33899,0.82907,0.84084,0.64576,0.71248,0.447,1.16036,0.59083,1.02403,0.0007055,0.0007055,0.0007055
134,4654.36,0.46678,0.33223,0.82688,0.87231,0.70153,0.77639,0.46776,1.14577,0.56541,1.01805,0.000701375,0.000701375,0.000701375
135,4682.99,0.46677,0.3395,0.82707,0.88263,0.59366,0.75127,0.46835,1.14984,0.57577,1.01095,0.00069725,0.00069725,0.00069725
136,4728.87,0.4739,0.33542,0.82896,0.8205,0.66115,0.74557,0.47967,1.14597,0.57262,1.01392,0.000693125,0.000693125,0.000693125
137,4764.92,0.47491,0.34027,0.83058,0.86065,0.69244,0.7633,0.48017,1.15658,0.5997,1.01732,0.000689,0.000689,0.000689
138,4800.53,0.48082,0.34231,0.832,0.88909,0.61461,0.75113,0.48596,1.14728,0.58521,1.01116,0.000684875,0.000684875,0.000684875
139,4828.44,0.47828,0.32859,0.83133,0.77965,0.65578,0.74444,0.47596,1.14281,0.56469,1.01254,0.00068075,0.00068075,0.00068075
140,4861.58,0.45653,0.32736,0.82585,0.79162,0.63861,0.71075,0.47535,1.14436,0.57898,1.02015,0.000676625,0.000676625,0.000676625
141,4892.75,0.45762,0.31897,0.82554,0.73682,0.64872,0.73494,0.46935,1.15032,0.59395,1.01749,0.0006725,0.0006725,0.0006725
142,4938.47,0.46936,0.33646,0.83,0.79201,0.62869,0.74633,0.47449,1.14761,0.59841,1.01167,0.000668375,0.000668375,0.000668375
143,4969.76,0.46477,0.32854,0.82955,0.88566,0.57347,0.70274,0.43198,1.16081,0.59688,1.01564,0.00066425,0.00066425,0.00066425
144,5021.88,0.4555,0.32414,0.82432,0.70786,0.74209,0.77255,0.47765,1.15061,0.60531,1.01046,0.000660125,0.000660125,0.000660125
